"Subject.ID","Age","Children in care","Gender","Location (Postcode)","Latitude","Longitude","Language","Language 2","Education","Home education status","Main Activities","Question","Response","sa4","sa3","sa2","lga","sla"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","328.5 - Buying and Selling - Respond to people's requests for information about a product or service you want to sell","3:  Monthly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","328.6 - Buying and Selling - Put a product up for sale ","4:  Weekly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","328.7 - Buying and Selling - Look for information on insurance policies (e.g. car/health/life or other insurance)","2:  Less than Once a Month","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","328.8 - Buying and Selling - Compare reviews of insurance policies . car/health/life or other insurance)","5:  Daily","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","328.9 - Buying and Selling - Purchase insurance online (e.g. car/he/life or other)","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","332.1 - Information seeking - Look for something (e.g. software, devices, apps, instruments, kit etc) that would help you do your job better","7:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","332.2 - Information seeking - Talk to others online about how to solve a job related problem (e.g. via email, social networking site, or forum)","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","332.3 - Information seeking - Integrate tools or apps you have downloaded into the way you work","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","332.4 - Information seeking - Look for a different job online","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","332.5 - Information seeking - Talk to others online about jobortunities (e.g. email, social networking site, or forum)","4:  Weekly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","332.6 - Information seeking - Create or share a CV on a professional and work related site (e.g. Linkedin, Monsterboard)","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","338.1 - News seeking - Look for the latest news on current affairs","3:  Monthly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","338.2 - News seeking - Look for the latest sports news","6:  Several times per day","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","338.3 - News seeking - Look for the latest celebrity news","4:  Weekly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","338.4 - News seeking - Chat about relationships and friendships (e.g. via email, a social networking site, whatsapp, etc)","2:  Less than Once a Month","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.1 - Entertainment - Look up information on where to go out (e.g. exhibitions, cinema, parties)","7:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.2 - Entertainment - Read information about relationships (e.g. about managing relationships or dating)","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.3 - Entertainment - Read information on parenting","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.4 - Entertainment - Look up information on transport (e.g. bus or train timetables)","2:  Less than Once a Month","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.5 - Entertainment - Arrange with other people to go out","3:  Monthly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.6 - Entertainment - Upload pictures of yourself","7:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.7 - Entertainment - Look for websites with religious or spiritual information","6:  Several times per day","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.8 - Entertainment - Contact people who share religious or spiritual beliefs","5:  Daily","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","340.9 - Entertainment - Log in on a website with religious or spiritual content","6:  Several times per day","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","341.1 - Difference seeking - Through the internet I found people of a similar age that share my interests","7:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","341.2 - Difference seeking - The things I came across on the internet made me think about the differences between men and women","5:  Agree strongly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","341.3 - Difference seeking - Through the Internet I learned new things about my ethnic group","1: Disagree strongly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","341.4 - Difference seeking - Due to the information I found and people I have met online I feel more connected with religion or spiritual beliefs","2:  Somewhat disagree","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","341.5 - Difference seeking - Through the Internet I learned new things about other ethnic groups","3:  Neither agree nor disagree","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","352.1 - Health - Look up information on how to improve your health","4:  Weekly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","352.2 - Health - Ask others about a training program","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","352.3 - Health - Use exercise or nutrition programs / apps","5:  Daily","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","352.4 - Health - Look up information about health or medical care","3:  Monthly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","352.5 - Health - Ask for advice on a medical condition","3:  Monthly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","352.6 - Health - Fill out a questionnaire related to your health","4:  Weekly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","353.1 - Health improvement - I am healthier as a result of the online information, advice or programs / apps I have used","4:  Somewhat agree","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","353.2 - Health improvement - I have made better decisions about my health or medical care as a result of the information / advice I found online","6:  Not applicable (NA)","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.1 - Leisure - Come across online lifestyle magazines / features / articles","1: Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.2 - Leisure - Talk to others about your lifestyle","7:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.3 - Leisure - Blog or maintain a website about your personal life","5:  Daily","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.4 - Leisure - Look for jokes, cartoons or other entertaining content","3:  Monthly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.5 - Leisure - Play games","7:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.6 - Leisure - Listen to music","6:  Several times per day","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.7 - Leisure - Watch videos / tv programmes","3:  Monthly","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.8 - Leisure - Write a blog or maintain a website on issues or problems of interest to you","7:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","355.9 - Leisure - Write comments about or rate videos, music, books, TV shows etc","6:  Several times per day","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.1 - Keeping in touch - Staying in touch with friends","3:  Fairly important","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.2 - Keeping in touch - Making new friends","3:  Fairly important","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.3 - Keeping in touch - Contacting family","1: Not important at all","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.4 - Keeping in touch - Contacting support services","1: Not important at all","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.5 - Keeping in touch - Calling about a job","2:  A little important","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.6 - Keeping in touch - Being contacted by employers","2:  A little important","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.7 - Keeping in touch - Paying bills","4:  Extremely important","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.8 - Keeping in touch - Finding accommodation","1: Not important at all","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.9 - Keeping in touch - Learning new skills","3:  Fairly important","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.10 - Keeping in touch - Keeping safe","4:  Extremely important","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.11 - Keeping in touch - Betting","1: Not important at all","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.12 - Keeping in touch - Contacting emergency services","1: Not important at all","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.13 - Keeping in touch - Contacting a doctor or other medical service","4:  Extremely important","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","430.14 - Keeping in touch - Other","1: Not important at all","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.1 - Online activities - Used the internet for school work","2:  Daily or almost daily","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.2 - Online activities - Watched video clips (e.g. on YouTube)","5:  Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.3 - Online activities - Watched music or films available online","5:  Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.4 - Online activities - Read/watched the news on the internet","6:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.5 - Online activities - Sent/received email","5:  Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.6 - Online activities - Used a social network site (e.g. Facebook, Twitter, Instagram, Tumblr, Tinder, Weibu)","1: Several times each day","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.7 - Online activities - Used instant messaging","5:  Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.8 - Online activities - Played games with other people on the internet","5:  Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.9 - Online activities - Played internet games (on your own or against the computer)","5:  Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.10 - Online activities - Used a camera for video communication (e.g. Skype, Facetime)","2:  Daily or almost daily","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.11 - Online activities - Put (or posted) a message on a website","6:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.12 - Online activities - Written a blog or online diary","4:  Less often","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","74.13 - Online activities - Put (or posted) photos, videos or music to share with others","5:  Never","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","431.1 - Competencies with digital life - Download apps ","6:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","431.2 - Competencies with digital life - Deactivate the function showing your geographical position (on Facebook, Google Maps, etc?)","4:  Difficult","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","431.3 - Competencies with digital life - Connect to a wifi network from your smartphone/tablet","5:  Very difficult","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","431.4 - Competencies with digital life - Block push notifications from different apps ","2:  Easy","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","431.5 - Competencies with digital life - Have the same documents, contacts, and apps on all devices that you use (smartphones, tablets, PCs)","6:  Don't know","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
"1",15,3,"Male",3351,-35.277272,149.117136,"Russian","Portuguese","Doctoral Degree","Degree","Student attending university, TAFE or other tertiary education provider","431.6 - Competencies with digital life - Block pop ups which promote apps, games or services you have to pay for (unrequested windows that appear during web surfing)","2:  Easy","Ballarat","Ballarat","Delacombe","Ararat (RC)","Golden Plains (S) - North-West"
